Report,dollars,month,year,source_state,source_name                           ,target_state,target_name                           
5,"$250,000.00 ",August,2015,AR,Jim Walton,LA,Stand for Children
5,"$50,000.00 ",October,2011,AR,Jim Walton,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",August,2015,AR,Jim Walton,LA,Louisiana Federation for Children PAC
5,"$200,000.00 ",August,2015,TX,Alice Walton,LA,Empower Louisiana
5,"$75,000.00 ",October,2011,TX,Alice Walton,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",March,2015,TX,Alice Walton,LA,Louisiana Federation for Children PAC
5,"$50,000.00 ",November,2015,TX,Alice Walton,LA,DFER-LA
5,"$5,000.00 ",October,2011,CA,Carrie Walton Penner,LA,Kira Orange-Jones
5,"$5,000.00 ",October,2011,CA,Greg Penner,LA,Kira Orange-Jones
5,"$100,000.00 ",October,2011,NY,Michael Bloomberg,LA,Future PAC
5,"$100,000.00 ",October,2011,NY,Michael Bloomberg,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$5,000.00 ",October,2011,NY,Michael Bloomberg,LA,Kira Orange-Jones 
5,"$5,000.00 ",November,2011,NY,Michael Bloomberg,LA,Kira Orange-Jones 
5,"$5,000.00 ",October,2015,NY,Michael Bloomberg,LA,Kira Orange-Jones 
5,"$5,000.00 ",October,2011,NY,Michael Bloomberg,LA,Glenny Lee Buquet
5,"$5,000.00 ",October,2011,NY,Michael Bloomberg,LA,John Allen (Jay) Guillot
5,"$100,000.00 ",October,2014,NY,Michael Bloomberg,LA,Improve Our Schools
5,"$800,000.00 ",October,2015,NY,Michael Bloomberg,LA,Empower Louisiana PAC
5,"$650,000.00 ",November,2015,NY,Michael Bloomberg,LA,Empower Louisiana PAC
5,"$5,000.00 ",October,2011,NY,Michael Bloomberg,LA,Holly Boffy
5,"$100,000.00 ",October,2014,NY,Michael Bloomberg,LA,Stand for Children
5,"$68,600.00 ",November,2014,NY,Michael Bloomberg,LA,Stand for Children
5,"$17,500.00 ",November,2015,TX,John and Laura Arnold Foundation,LA,Empower Louisiana
5,"$625,000.00 ",September,2015,TX,John and Laura Arnold Foundation,LA,Empower Louisiana
5,"$10,000.00 ",November,2011,TX,Laura Arnold,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$5,000.00 ",November,2011,TX,Laura Arnold,LA,Kira Orange-Jones
5,"$4,000.00 ",October,2011,TX,John Arnold,LA,Kira Orange-Jones
5,"$1,000.00 ",October,2011,TX,John Arnold,LA,Kira Orange-Jones
5,"$5,000.00 ",November,2011,TX,Laura Arnold,LA,Chas Roemer 
5,"$5,000.00 ",November,2011,TX,John Arnold,LA,Chas Roemer 
5,"$2,500.00 ",September,2015,TX,John Arnold,LA,Jada Lewis
5,"$5,000.00 ",September,2011,CA,Students First,LA,James Garvey
5,"$5,000.00 ",September,2011,CA,Students First,LA,Kira Orange-Jones
5,"$5,000.00 ",September,2011,CA,Students First,LA,Chas Roemer 
5,"$5,000.00 ",September,2011,CA,Students First,LA,Holly Boffy
5,"$5,000.00 ",November,2011,CA,Eli Broad,LA,Kira Orange-Jones
5,"$10,000.00 ",November,2011,CA,Eli Broad,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$100,000.00 ",October,2011,LA,Barbara Grigsby ,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$20,000.00 ",August,2011,LA,Todd Grigsby,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$90,000.00 ",October,2011,LA,Cajun Industries,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$25,000.00 ",September,2011,LA,Cajun Industries,LA,Louisiana Federation for Children PAC
5,"$2,500.00 ",August,2011,LA,Lane Grigsby,LA,Kira Orange-Jones
5,"$2,500.00 ",October,2011,LA,Todd Grigsby,LA,John Allen (Jay) Guillot
5,"$2,500.00 ",October,2011,LA,Cajun Industries,LA,John Allen (Jay) Guillot
5,"$5,000.00 ",June,2011,LA,Cajun Industries,LA,Holly Boffy
5,"$5,000.00 ",September,2011,LA,Leslie Jacobs,LA,James Garvey
5,"$5,000.00 ",November,2011,LA,Stephen Rosenthal ,LA,Kira Orange-Jones
5,"$1,000.00 ",October,2011,LA,Stephen Rosenthal ,LA,Kira Orange-Jones
5,"$2,000.00 ",September,2011,LA,Stephen Rosenthal ,LA,Kira Orange-Jones
5,"$2,000.00 ",August,2011,LA,Stephen Rosenthal ,LA,Kira Orange-Jones
5,"$5,000.00 ",November,2011,LA,Sandra Rosenthal,LA,Kira Orange-Jones
5,"$1,000.00 ",October,2011,LA,Sandra Rosenthal,LA,Kira Orange-Jones
5,"$2,000.00 ",September,2011,LA,Sandra Rosenthal,LA,Kira Orange-Jones
5,"$2,000.00 ",August,2011,LA,Sandra Rosenthal,LA,Kira Orange-Jones
5,"$5,000.00 ",October,2011,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$2,000.00 ",October,2011,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$2,000.00 ",September,2011,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$1,000.00 ",August,2011,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$2,000.00 ",October,2011,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$5,000.00 ",September,2011,LA,Scott Jacobs,LA,Glenny Lee Buquet
5,"$5,000.00 ",November,2011,LA,Leslie Jacobs,LA,Chas Roemer 
5,"$5,000.00 ",August,2011,LA,Stephen Rosenthal ,LA,Chas Roemer 
5,"$2,500.00 ",September,2011,LA,Leslie Jacobs,LA,Holly Boffy
5,"$2,500.00 ",September,2011,LA,Scott Jacobs,LA,Holly Boffy
5,"$5,000.00 ",September,2011,LA,Stephen Rosenthal ,LA,Holly Boffy
5,"$5,000.00 ",September,2011,LA,Bobbie Jindal Campaign Committee ,LA,James Garvey
5,"$5,000.00 ",September,2011,LA,Bobbie Jindal Campaign Committee ,LA,Glenny Lee Buquet
5,"$2,500.00 ",August,2011,LA,Bobbie Jindal Campaign Committee ,LA,Chas Roemer 
5,"$2,500.00 ",September,2011,LA,Bobbie Jindal Campaign Committee ,LA,Chas Roemer 
5,"$5,000.00 ",November,2011,LA,Bobbie Jindal Campaign Committee ,LA,Chas Roemer 
5,"$5,000.00 ",November,2011,LA,Bobbie Jindal Campaign Committee ,LA,Chas Roemer 
5,"$2,500.00 ",August,2011,LA,Bobbie Jindal Campaign Committee ,LA,Holly Boffy
5,"$2,500.00 ",August,2011,LA,Bobbie Jindal Campaign Committee ,LA,Holly Boffy
5,"$5,000.00 ",October,2011,LA,"ISC Constructors, LLC ",LA,John Allen (Jay) Guillot
5,"$2,000.00 ",August,2011,LA,"ISC Constructors, LLC ",LA,Chas Roemer 
5,"$3,000.00 ",October,2011,LA,"ISC Constructors, LLC ",LA,Chas Roemer 
5,"$5,000.00 ",November,2011,LA,"ISC Constructors, LLC ",LA,Chas Roemer 
5,"$2,500.00 ",October,2011,LA,"ISC Constructors, LLC ",LA,Holly Boffy
5,"$2,500.00 ",July,2011,LA,"ISC Constructors, LLC ",LA,Holly Boffy
5,"$5,000.00 ",November,2011,LA,"ISC Constructors, LLC ",LA,Carolyn Hill
5,"$5,000.00 ",November,2011,LA,Gray Parker,LA,Kira Orange-Jones
5,"$5,000.00 ",August,2011,LA,Gray Parker,LA,Kira Orange-Jones
5,"$5,000.00 ",September,2011,LA,Gray Parker,LA,Chas Roemer 
5,"$5,000.00 ",September,2011,LA,Gray Parker,LA,Holly Boffy
5,"$100,000.00 ",September,2015,MI,Betsy DeVos,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",October,2015,MI,Richard DeVos,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",October,2015,MI,McKinley Associates,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",July,2015,MI,Kojaian Management ,LA,Louisiana Federation for Children PAC
5,"$68,600.00 ",November,2014,OK,Stacey Schusterman,LA,Stand for Children
5,"$185,000.00 ",October,2015,OK,Stacey Schusterman,LA,Stand for Children
5,"$65,000.00 ",October,2015,OK,Stacey Schusterman,LA,Stand for Children
5,"$5,000.00 ",August,2015,OK,Stacey Schusterman,LA,Jada Lewis
5,"$250,000.00 ",September,2015,CA,Eli Broad,LA,Empower Louisiana
5,"$100,000.00 ",January,2015,LA,Lane Grigsby,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$100,000.00 ",January,2015,LA,Barbara Grigsby ,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$50,000.00 ",January,2015,LA,Todd Grigsby,LA,"Alliance for Better Classrooms, ABC Inc."
5,"$800,000.00 ",October,2015,LA,Lane Grigsby,LA,Empower Louisiana PAC
5,"$650,000.00 ",November,2015,LA,Lane Grigsby,LA,Empower Louisiana PAC
5,"$75,000.00 ",November,2014,LA,Barbara Grigsby ,LA,"Better Schools, Better Futures"
5,"$25,000.00 ",October,2014,LA,Barbara Grigsby ,LA,"Better Schools, Better Futures"
5,"$15,000.00 ",August,2014,LA,Lane Grigsby,LA,Stand for Children
5,"$10,000.00 ",November,2014,LA,Lane Grigsby,LA,Stand for Children
5,"$25,000.00 ",November,2015,LA,Lane Grigsby,LA,Louisiana Federation for Children PAC
5,"$5,000.00 ",September,2015,LA,Lane Grigsby,LA,James Garvey
5,"$5,000.00 ",April,2015,LA,Lane Grigsby,LA,Kira Orange-Jones
5,"$5,000.00 ",August,2015,LA,Barbara Grigsby ,LA,Sandra LeBlanc Holloway
5,"$5,000.00 ",August,2015,LA,Lane Grigsby,LA,Sandra LeBlanc Holloway
5,"$5,000.00 ",November,2015,LA,Lane Grigsby,LA,Tony Davis
5,"$5,000.00 ",November,2015,LA,Barbara Grigsby ,LA,Tony Davis
5,"$5,000.00 ",October,2015,LA,Lane Grigsby,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,Barbara Grigsby ,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,Todd Grigsby,LA,Leree Taylor
5,"$5,000.00 ",September,2015,LA,Lane Grigsby,LA,Leree Taylor
5,"$5,000.00 ",September,2015,LA,Barbara Grigsby ,LA,Leree Taylor
5,"$5,000.00 ",September,2015,LA,Lane Grigsby,LA,Holly Boffy
5,"$5,000.00 ",March,2015,LA,Lane Grigsby,LA,Holly Boffy
5,"$5,000.00 ",March,2015,LA,Barbara Grigsby ,LA,Holly Boffy
5,"$5,000.00 ",March,2015,LA,Todd Grigsby,LA,Holly Boffy
5,"$5,000.00 ",September,2015,LA,Barbara Grigsby ,LA,Jada Lewis
5,"$5,000.00 ",August,2015,LA,Lane Grigsby,LA,Jada Lewis
5,"$25,000.00 ",August,2015,LA,Eddie Rispone,LA,Louisiana Federation for Children PAC
5,"$75,000.00 ",October,2015,LA,Eddie Rispone,LA,Louisiana Federation for Children PAC
5,"$100,000.00 ",November,2015,LA,Linda Rispone,LA,Louisiana Federation for Children PAC
5,"$25,000.00 ",August,2015,LA,"ISC Constructors, LLC ",LA,Louisiana Federation for Children PAC
5,"$75,000.00 ",October,2015,LA,"ISC Constructors, LLC ",LA,Louisiana Federation for Children PAC
5,"$1,000.00 ",September,2015,LA,Eddie Rispone,LA,James Garvey
5,"$5,000.00 ",September,2015,LA,"ISC Constructors, LLC ",LA,Sandra LeBlanc Holloway
5,"$5,000.00 ",October,2015,LA,Eddie Rispone,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,Linda Rispone,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,"ISC Constructors, LLC ",LA,Jason Engen
5,"$5,000.00 ",September,2015,LA,"ISC Constructors, LLC ",LA,Jason Engen
5,"$1,000.00 ",September,2015,LA,Eddie Rispone,LA,Holly Boffy
5,"$1,000.00 ",March,2015,LA,"ISC Constructors, LLC ",LA,Holly Boffy
5,"$1,000.00 ",September,2015,LA,"ISC Constructors, LLC ",LA,Holly Boffy
5,"$5,000.00 ",September,2015,LA,"ISC Constructors, LLC ",LA,Jada Lewis
5,"$1,000.00 ",September,2015,LA,Leslie Jacobs,LA,James Garvey
5,"$1,000.00 ",September,2015,LA,Scott Jacobs,LA,James Garvey
5,"$5,000.00 ",October,2015,LA,Sandra Rosenthal,LA,Kira Orange-Jones
5,"$5,000.00 ",April,2015,LA,Stephen Rosenthal ,LA,Kira Orange-Jones
5,"$2,500.00 ",April,2015,LA,Leslie Jacobs,LA,Kira Orange-Jones
5,"$2,500.00 ",October,2015,LA,Sandra Rosenthal,LA,Sandra LeBlanc Holloway
5,"$2,500.00 ",October,2015,LA,Stephen Rosenthal ,LA,Sandra LeBlanc Holloway
5,"$5,000.00 ",November,2015,LA,Sandra Rosenthal,LA,Tony Davis
5,"$5,000.00 ",November,2015,LA,Stephen Rosenthal ,LA,Tony Davis
5,"$5,000.00 ",October,2015,LA,Sandra Rosenthal,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,Stephen Rosenthal ,LA,Jason Engen
5,"$2,500.00 ",April,2015,LA,Leslie Jacobs,LA,Holly Boffy
5,"$1,000.00 ",September,2015,LA,Scott Jacobs,LA,Holly Boffy
5,"$2,500.00 ",October,2015,LA,Sandra Rosenthal,LA,Holly Boffy
5,"$5,000.00 ",April,2015,LA,Stephen Rosenthal ,LA,Holly Boffy
5,"$2,500.00 ",October,2015,LA,Stephen Rosenthal ,LA,Jada Lewis
5,"$2,500.00 ",July,2015,LA,Stephen Rosenthal ,LA,Jada Lewis
5,"$2,500.00 ",October,2015,LA,Sandra Rosenthal,LA,Jada Lewis
5,"$2,500.00 ",July,2015,LA,Sandra Rosenthal,LA,Jada Lewis
5,"$5,000.00 ",July,2015,LA,Leslie Jacobs,LA,Jada Lewis
5,"$5,000.00 ",October,2015,LA,Gray Parker,LA,Sandra LeBlanc Holloway
5,"$5,000.00 ",November,2015,LA,Gray Parker,LA,Tony Davis
5,"$5,000.00 ",October,2015,LA,Gray Parker,LA,Tony Davis
5,"$5,000.00 ",November,2015,LA,Gray Parker,LA,Jason Engen
5,"$5,000.00 ",October,2015,LA,Gray Parker,LA,Jada Lewis
5,"$1,000.00 ",October,2015,LA,Stand for Children Louisiana PAC,LA,James Garvey
5,"$4,000.00 ",September,2015,LA,Stand for Children Louisiana PAC,LA,Kira Orange-Jones
5,$132.68 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,$62.30 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,$418.05 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,$78.77 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,$212.85 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,"$1,000.00 ",October,2015,LA,Stand for Children Louisiana PAC,LA,Sandra LeBlanc Holloway
5,"$1,000.00 ",October,2015,LA,Stand for Children Louisiana PAC,LA,Gary Jones
5,"$2,500.00 ",October,2015,LA,Stand for Children Louisiana PAC,LA,Holly Boffy
5,"$1,000.00 ",April,2015,LA,Stand for Children Louisiana PAC,LA,Holly Boffy
5,$197.00 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Holly Boffy
5,$275.35 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Holly Boffy
5,$806.28 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Holly Boffy
5,$853.60 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$916.38 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$143.67 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$530.76 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$509.85 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$256.72 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$176.24 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,$755.31 ,October,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
5,"$1,000.00 ",September,2015,LA,Stand for Children Louisiana PAC,LA,Jada Lewis
8,"$41,000.00 ",September,2014,NY,Daniel Loeb,NY,"Andrew Cuomo 2018, Inc."
8,"$4,367.00 ",November,2011,NY,Daniel Loeb,NY,"Andrew Cuomo 2018, Inc."
8,"$15,000.00 ",August,2011,NY,Daniel Loeb,NY,"Andrew Cuomo 2018, Inc."
8,"$19,000.00 ",September,2014,NY,Margaret Loeb,NY,"Andrew Cuomo 2018, Inc."
8,"$10,000.00 ",November,2013,NY,Margaret Loeb,NY,"Andrew Cuomo 2018, Inc."
8,"$140,000.00 ",August,2013,NY,Daniel Loeb,NY,New Yorkers for Putting Students First
8,"$75,000.00 ",July,2012,NY,Daniel Loeb,NY,New Yorkers for Putting Students First
8,"$5,000.00 ",November,2011,NY,Ravenel Curry,NY,"Andrew Cuomo 2018, Inc."
8,"$30,000.00 ",May,2011,NY,Ravenel Curry,NY,"Andrew Cuomo 2018, Inc."
8,"$23,800.00 ",December,2012,NY,Ravenel Curry,NY,"Andrew Cuomo 2018, Inc."
8,"$2,000.00 ",June,2011,NY,Ravenel Curry,NY,"Andrew Cuomo 2018, Inc."
8,"$50,000.00 ",December,2013,NY,Ravenel Curry,NY,DFER New York State
8,"$75,000.00 ",July,2014,NY,Ravenel Curry,NY,DFER New York State
8,"$50,000.00 ",December,2013,NY,Elizabeth Curry,NY,DFER New York State
8,"$22,500.00 ",August,2013,NY,Winston Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$12,000.00 ",July,2014,NY,Winston Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",December,2012,NY,Winston Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$13,000.00 ",July,2014,NY,Jessica Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$22,500.00 ",August,2013,NY,Steve Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",June,2014,NY,Steve Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",December,2012,NY,Kenneth Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$5,000.00 ",April,2011,NY,Kenneth Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",June,2014,NY,Kenneth Fisher,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",December,2012,NY,Joel Greenblatt,NY,"Andrew Cuomo 2018, Inc."
8,"$15,000.00 ",May,2011,NY,Joel Greenblatt,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",November,2013,NY,Julia Greenblatt,NY,"Andrew Cuomo 2018, Inc."
8,"$75,000.00 ",January,2014,NY,Joel Greenblatt,NY,Great Public Schools PAC
8,"$20,000.00 ",December,2013,NY,Joel Greenblatt,NY,DFER New York State
8,"$5,000.00 ",May,2014,NY,Bruce Kovner,NY,"Andrew Cuomo 2018, Inc."
8,"$40,000.00 ",November,2013,NY,Bruce Kovner,NY,"Andrew Cuomo 2018, Inc."
8,"$50,000.00 ",June,2013,NY,Bruce Kovner,NY,Coalition for Public Charter Schools PAC
8,"$10,000.00 ",May,2012,NY,Bruce Kovner,NY,Coalition for Public Charter Schools PAC
8,"$25,000.00 ",September,2011,NY,Bruce Kovner,NY,New Yorkers for Putting Students First
8,"$25,000.00 ",March,2013,CT,Sonia Jones,NY,"Andrew Cuomo 2018, Inc."
8,"$125,000.00 ",July,2013,CT,Paul Tudor Jones,NY,New Yorkers for Putting Students First
8,"$125,000.00 ",August,2013,CT,Paul Tudor Jones,NY,New Yorkers for Putting Students First
8,"$75,000.00 ",August,2012,CT,Paul Tudor Jones,NY,New Yorkers for Putting Students First
8,"$50,000.00 ",September,2012,CT,Paul Tudor Jones,NY,Coalition for Public Charter Schools PAC
8,"$1,000.00 ",July,2011,CT,Jonathan Sackler,NY,"Andrew Cuomo 2018, Inc."
8,"$10,000.00 ",December,2012,CT,Jonathan Sackler,NY,"Andrew Cuomo 2018, Inc."
8,"$15,000.00 ",November,2013,CT,Jonathan Sackler,NY,"Andrew Cuomo 2018, Inc."
8,"$20,000.00 ",September,2014,CT,Jonathan Sackler,NY,"Andrew Cuomo 2018, Inc."
8,"$15,000.00 ",February,2013,CT,Jonathan Sackler,NY,Coalition for Public Charter Schools PAC
8,"$50,000.00 ",August,2014,CA,John Scully,NY,"Andrew Cuomo 2018, Inc."
8,"$25,000.00 ",November,2013,CT,Brian Olson ,NY,"Andrew Cuomo 2018, Inc."
8,"$10,000.00 ",June,2011,CT,Brian Olson ,NY,"Andrew Cuomo 2018, Inc."
8,"$10,000.00 ",December,2012,CT,Brian Olson ,NY,"Andrew Cuomo 2018, Inc."
8,"$35,000.00 ",September,2014,CT,Steven Galbraith ,NY,"Andrew Cuomo 2018, Inc."
9,"$100,000.00 ",April,2015,NY,Education Reform Now,CO,Raising Colorado
9,"$150,000.00 ",September,2015,NY,Education Reform Now,CO,Raising Colorado
9,"$50,000.00 ",October,2015,NY,Education Reform Now,CO,Raising Colorado
9,"$75,000.00 ",October,2015,NY,Education Reform Now,CO,Raising Colorado
9,"$4,000.00 ",October,2015,CA,Reid Hoffman ,CO,Lisa Flores
9,"$4,000.00 ",October,2015,CA,Michelle Yee,CO,Lisa Flores
9,"$4,000.00 ",October,2015,CA,Reid Hoffman,CO,Happy Haynes
9,"$4,000.00 ",October,2015,CA,Michelle Yee,CO,Happy Haynes
9,"$5,000.00 ",October,2015,NY,Michael Bloomberg,CO,Happy Haynes
9,"$5,000.00 ",August,2015,CA,Philip Reyes ,CO,Lisa Flores
9,"$5,000.00 ",August,2015,OK,Stacey Schusterman,CO,Lisa Flores
9,"$5,000.00 ",October,2015,CO,Kent Thiry,CO,Happy Haynes
9,"$2,500.00 ",October,2015,CO,Kent Thiry,CO,Ann Rowe
9,"$5,000.00 ",October,2015,CO,Kent Thiry,CO,Lisa Flores
9,"$2,500.00 ",October,2015,CO,Daniel Ritchie,CO,Happy Haynes
9,"$2,500.00 ",August,2015,CO,Daniel Ritchie,CO,Ann Rowe
9,"$5,000.00 ",September,2015,CO,Daniel Ritchie,CO,Lisa Flores
9,"$2,000.00 ",October,2015,CO,David Scanavina,CO,Lisa Flores
9,"$8,000.00 ",October,2015,CO,David Scanavina,CO,Happy Haynes
9,"$5,000.00 ",October,2015,CO,Pat Stryker,CO,Happy Haynes
9,"$5,000.00 ",October,2015,CO,Samuel Gary,CO,Happy Haynes
